player_id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8471699,Andrew,Cogliano,1,0,0,0,1
8476390,Joseph,Cramarossa,1,0,0,0,1
8476116,Ryan,Garbutt,1,0,0,0,1
8475780,Chris,Wagner,1,0,0,1,0
8476854,Hampus,Lindholm,0,0,0,0,1
8470886,Clayton,Stoner,0,0,0,0,1
8478131,Ondrej,Kase,1,0,0,1,0
8468535,Antoine,Vermette,1,0,0,0,1
8477447,Shea,Theodore,0,0,0,0,1
8474682,Dustin,Tokarski,0,0,1,0,1
8470622,Patrick,Eaves,1,0,0,1,0
8470621,Corey,Perry,1,0,0,1,0
8477466,Nick,Sorensen,1,0,0,1,0
8478491,Jacob,Larsson,0,0,0,0,1
8477034,Jaycob,Megna,0,0,0,0,1
8476866,Nicolas,Kerdiles,1,0,0,0,1
8476483,Rickard,Rakell,1,0,0,1,0
8471664,Mason,Raymond,1,0,0,0,1
8475164,Jakob,Silfverberg,1,0,0,1,0
8473541,Jonathan,Bernier,0,0,1,0,1
8470612,Ryan,Getzlaf,1,0,0,1,0
8470616,Ryan,Kesler,1,0,0,1,0
8471766,Jared,Boll,1,0,0,1,0
8476400,Logan,Shaw,1,0,0,1,0
8470775,Nate,Thompson,1,0,0,0,1
8475222,Sami,Vatanen,0,0,0,1,0
8476434,John,Gibson,0,0,1,0,1
8479290,Kalle,Kossila,1,0,0,0,1
8477941,Nick,Ritchie,1,0,0,0,1
8475958,Michael,Sgarbossa,1,0,0,0,1
8469598,Kevin,Bieksa,0,0,0,1,0
8475764,Cam,Fowler,0,0,0,0,1
8473560,Korbinian,Holzer,0,0,0,1,0
8476312,Josh,Manson,0,0,0,1,0
8475770,Emerson,Etem,1,0,0,0,1
8476474,Stefan,Noesen,1,0,0,1,0
8474130,Corey,Tropp,1,0,0,1,0
8475155,Simon,Despres,0,0,0,0,1
8477986,Brandon,Montour,0,0,0,1,0
8477460,Laurent,Dauphin,1,0,0,0,1
8477943,Brendan,Perlini,1,0,0,0,1
8477950,Tony,DeAngelo,0,0,0,1,0
8473571,Jamie,McBain,0,0,0,1,0
8462038,Shane,Doan,1,0,0,1,0
8477989,Christian,Dvorak,1,0,0,0,1
8475180,Peter,Holland,1,0,0,0,1
8473465,Jamie,McGinn,1,0,0,0,1
8476356,Tobias,Rieder,1,0,0,0,1
8475246,Kevin,Connauton,0,0,0,0,1
8477407,Anthony,Duclair,1,0,0,0,1
8475839,Louis,Domingue,0,0,1,1,0
8478474,Lawson,Crouse,1,0,0,0,1
8478440,Dylan,Strome,1,0,0,0,1
8473466,Ryan,White,1,0,0,1,0
8475171,Oliver,Ekman-Larsson,0,0,0,0,1
8474568,Luke,Schenn,0,0,0,1,0
8471251,Justin,Peters,0,0,1,0,1
8475788,Alexander,Burmistrov,1,0,0,0,1
8477503,Max,Domi,1,0,0,0,1
8476473,Connor,Murphy,0,0,0,1,0
8474628,Michael,Stone,0,0,0,1,0
8476986,Marek,Langhamer,0,0,1,0,1
8477715,Tyler,Gaudet,1,0,0,0,1
8479343,Clayton,Keller,1,0,0,0,1
8476921,Jordan,Martinook,1,0,0,0,1
8475800,Teemu,Pulkkinen,1,0,0,1,0
8468085,Radim,Vrbata,1,0,0,1,0
8479345,Jakob,Chychrun,0,0,0,0,1
8471691,Martin,Hanzal,1,0,0,0,1
8470755,Brad,Richardson,1,0,0,0,1
8471274,Alex,Goligoski,0,0,0,0,1
8469760,Zbynek,Michalek,0,0,0,1,0
8478432,Christian,Fischer,1,0,0,1,0
8477591,Josh,Jooris,1,0,0,1,0
8469608,Mike,Smith,0,0,1,0,1
8478569,Noel,Acciari,1,0,0,1,0
8474625,Jimmy,Hayes,1,0,0,1,0
8471276,David,Krejci,1,0,0,1,0
8473419,Brad,Marchand,1,0,0,0,1
8477956,David,Pastrnak,1,0,0,1,0
8478417,Jakob,Forsbacka Karlsson,1,0,0,1,0
8468575,Dominic,Moore,1,0,0,0,1
8471226,Drew,Stafford,1,0,0,1,0
8468639,John-Michael,Liles,0,0,0,0,1
8470655,David,Backes,1,0,0,1,0
8478512,Austin,Czarnik,1,0,0,1,0
8477213,Tim,Schaller,1,0,0,0,1
8476191,Kevan,Miller,0,0,0,1,0
8476476,Joe,Morrow,0,0,0,0,1
8476792,Torey,Krug,0,0,0,0,1
8476525,Colin,Miller,0,0,0,1,0
8471418,Anton,Khudobin,0,0,1,0,1
8475876,Zane,McIntyre,0,0,1,0,1
8477320,Anton,Blidh,1,0,0,0,1
8474062,Riley,Nash,1,0,0,1,0
8475727,Ryan,Spooner,1,0,0,0,1
8474019,Tommy,Cross,0,0,0,0,1
8471717,Adam,McQuaid,0,0,0,1,0
8478046,Danton,Heinen,1,0,0,0,1
8476374,Sean,Kuraly,1,0,0,0,1
8476891,Matt,Grzelcyk,0,0,0,0,1
8477417,Peter,Cehlarik,1,0,0,0,1
8476876,Malcolm,Subban,0,0,1,0,1
8473492,Matt,Beleskey,1,0,0,0,1
8470638,Patrice,Bergeron,1,0,0,1,0
8478366,Frank,Vatrano,1,0,0,0,1
8478443,Brandon,Carlo,0,0,0,1,0
8465009,Zdeno,Chara,0,0,0,0,1
8479325,Charlie,McAvoy,0,0,0,1,0
8476303,Rob,O'Gara,0,0,0,0,1
8471695,Tuukka,Rask,0,0,1,0,1
8471811,Cal,O'Reilly,1,0,0,0,1
8477041,Brady,Austin,0,0,0,0,1
8476166,Taylor,Fedun,0,0,0,1,0
8476999,Linus,Ullmark,0,0,1,0,1
8477478,William,Carrier,1,0,0,0,1
8474589,Tyler,Ennis,1,0,0,0,1
8467407,Brian,Gionta,1,0,0,1,0
8475169,Evander,Kane,1,0,0,0,1
8471742,Cody,Franson,0,0,0,1,0
8478425,Brendan,Guhle,0,0,0,0,1
8475215,Robin,Lehner,0,0,1,0,1
