player_id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8471504,Rene,Bourque,1,0,0,0,1
8475758,Devante,Smith-Pelly,1,0,0,1,0
8475764,Cam,Fowler,0,0,0,0,1
8470222,James,Wisniewski,0,0,0,1,0
8468524,Ilya,Bryzgalov,0,0,1,0,1
8471699,Andrew,Cogliano,1,0,0,0,1
8470039,Tomas,Fleischmann,1,0,0,0,1
8475151,Kyle,Palmieri,1,0,0,1,0
8478137,Jiri,Sekac,1,0,0,0,1
8475203,Jesse,Blacker,0,0,0,1,0
8466142,Eric,Brewer,0,0,0,0,1
8476854,Hampus,Lindholm,0,0,0,0,1
8475883,Frederik,Andersen,0,0,1,0,1
8470612,Ryan,Getzlaf,1,0,0,1,0
8468482,Dany,Heatley,1,0,0,0,1
8476483,Rickard,Rakell,1,0,0,1,0
8470775,Nate,Thompson,1,0,0,0,1
8475780,Chris,Wagner,1,0,0,1,0
8476312,Josh,Manson,0,0,0,1,0
8470886,Clayton,Stoner,0,0,0,0,1
8470621,Corey,Perry,1,0,0,1,0
8474606,Colby,Robak,0,0,0,0,1
8467391,Jason,LaBarbera,0,0,1,0,1
8476384,Max,Friberg,1,0,0,1,0
8476448,William,Karlsson,1,0,0,0,1
8470616,Ryan,Kesler,1,0,0,1,0
8475164,Jakob,Silfverberg,1,0,0,1,0
8471241,Mark,Fistric,0,0,0,0,1
8474034,Patrick,Maroon,1,0,0,0,1
8476474,Stefan,Noesen,1,0,0,1,0
8475155,Simon,Despres,0,0,0,0,1
8475770,Emerson,Etem,1,0,0,0,1
8467400,Francois,Beauchemin,0,0,0,0,1
8475162,Mat,Clark,0,0,0,1,0
8475222,Sami,Vatanen,0,0,0,1,0
8476434,John,Gibson,0,0,1,0,1
8473492,Matt,Beleskey,1,0,0,0,1
8469490,Tim,Jackman,1,0,0,1,0
8467332,Bryan,Allen,0,0,0,0,1
8473933,Ben,Lovejoy,0,0,0,1,0
8476451,Lucas,Lessio,1,0,0,0,1
8476403,Klas,Dahlbeck,0,0,0,0,1
8475171,Oliver,Ekman-Larsson,0,0,0,0,1
8476473,Connor,Murphy,0,0,0,1,0
8473589,Chris,Summers,0,0,0,0,1
8469608,Mike,Smith,0,0,1,0,1
8471691,Martin,Hanzal,1,0,0,0,1
8476921,Jordan,Martinook,1,0,0,0,1
8474646,Brandon,McMillan,1,0,0,0,1
8469760,Zbynek,Michalek,0,0,0,1,0
8470798,Dylan,Reese,0,0,0,1,0
8474628,Michael,Stone,0,0,0,1,0
8470093,Mike,McKenna,0,0,1,1,0
8470719,Alexandre,Bolduc,1,0,0,0,1
8477715,Tyler,Gaudet,1,0,0,0,1
8469664,David,Moss,1,0,0,1,0
8476356,Tobias,Rieder,1,0,0,0,1
8475186,John,Moore,0,0,0,0,1
8471227,Devan,Dubnyk,0,0,1,0,1
8473970,Rob,Klinkhammer,1,0,0,0,1
8471735,Keith,Yandle,0,0,0,0,1
8468064,Martin,Erat,1,0,0,0,1
8475996,Brendan,Shinnimin,1,0,0,0,1
8475224,Jordan,Szwarz,1,0,0,1,0
8474638,Andrew,Campbell,0,0,0,0,1
8475839,Louis,Domingue,0,0,1,1,0
8474571,Mikkel,Boedker,1,0,0,0,1
8474793,Justin,Hodgman,1,0,0,1,0
8468535,Antoine,Vermette,1,0,0,0,1
8471231,Kyle,Chipchura,1,0,0,0,1
8470647,B.J.,Crombeen,1,0,0,1,0
8475414,Craig,Cunningham,1,0,0,1,0
8462038,Shane,Doan,1,0,0,1,0
8474040,Sam,Gagner,1,0,0,1,0
8475775,Tye,McGinn,1,0,0,0,1
8475759,Brandon,Gormley,0,0,0,0,1
8476062,Mark,Arcobello,1,0,0,1,0
8471232,Lauri,Korpikoski,1,0,0,0,1
8476868,Henrik,Samuelsson,1,0,0,1,0
8471856,Joe,Vitale,1,0,0,1,0
8475194,Philip,Samuelsson,0,0,0,0,1
8473673,David,Schlemko,0,0,0,0,1
8473419,Brad,Marchand,1,0,0,0,1
8472365,Bobby,Robins,1,0,0,1,0
8476462,Dougie,Hamilton,0,0,0,1,0
8474660,David,Warsofsky,0,0,0,0,1
