player_id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8475842,Sam,Carrick,1,0,0,1,0
8474683,Derek,Grant,1,0,0,0,1
8478873,Troy,Terry,1,0,0,1,0
8475764,Cam,Fowler,0,0,0,0,1
8478425,Brendan,Guhle,0,0,0,0,1
8474568,Luke,Schenn,0,0,0,1,0
8468011,Ryan,Miller,0,0,1,0,1
8476857,Pontus,Aberg,1,0,0,1,0
8474641,Adam,Henrique,1,0,0,0,1
8479368,Max,Jones,1,0,0,0,1
8478131,Ondrej,Kase,1,0,0,1,0
8479351,Sam,Steel,1,0,0,0,1
8473560,Korbinian,Holzer,0,0,0,1,0
8480031,Max,Comtois,1,0,0,0,1
8476207,Brian,Gibbons,1,0,0,0,1
8470616,Ryan,Kesler,1,0,0,1,0
8477941,Nick,Ritchie,1,0,0,0,1
8476971,Kevin,Roy,1,0,0,0,1
8476913,Devin,Shore,1,0,0,0,1
8474584,Michael,Del Zotto,0,0,0,0,1
8477034,Jaycob,Megna,0,0,0,0,1
8478029,Chase,De Leo,1,0,0,0,1
8470622,Patrick,Eaves,1,0,0,1,0
8480806,Isac,Lundestrom,1,0,0,0,1
8479372,Josh,Mahura,0,0,0,0,1
8476407,Andy,Welinski,0,0,0,1,0
8479290,Kalle,Kossila,1,0,0,0,1
8477240,Carter,Rowney,1,0,0,1,0
8478466,Daniel,Sprong,1,0,0,1,0
8477010,Joseph,Blandisi,1,0,0,0,1
8471490,Adam,Cracknell,1,0,0,1,0
8470612,Ryan,Getzlaf,1,0,0,1,0
8475164,Jakob,Silfverberg,1,0,0,1,0
8476043,Ben,Street,1,0,0,0,1
8476312,Josh,Manson,0,0,0,1,0
8480082,Justin,Kloos,1,0,0,1,0
8470621,Corey,Perry,1,0,0,1,0
8476483,Rickard,Rakell,1,0,0,1,0
8478491,Jacob,Larsson,0,0,0,0,1
8479294,Kevin,Boyle,0,0,1,0,1
8471699,Andrew,Cogliano,1,0,0,0,1
8480748,Kiefer,Sherwood,1,0,0,1,0
8477009,Jake,Dotchin,0,0,0,1,0
8476854,Hampus,Lindholm,0,0,0,0,1
8477986,Brandon,Montour,0,0,0,1,0
8477969,Marcus,Pettersson,0,0,0,0,1
8477205,Andrej,Sustr,0,0,0,1,0
8476434,John,Gibson,0,0,1,0,1
8473434,Chad,Johnson,0,0,1,0,1
8478474,Lawson,Crouse,1,0,0,0,1
8477989,Christian,Dvorak,1,0,0,0,1
8474131,Mario,Kempe,1,0,0,0,1
8470755,Brad,Richardson,1,0,0,0,1
8474218,Jason,Demers,0,0,0,1,0
8475311,Darcy,Kuemper,0,0,1,0,1
8476326,Josh,Archibald,1,0,0,1,0
8477460,Laurent,Dauphin,1,0,0,0,1
8476851,Alex,Galchenyuk,1,0,0,0,1
8479343,Clayton,Keller,1,0,0,0,1
8477951,Nick,Schmaltz,1,0,0,1,0
8474613,Derek,Stepan,1,0,0,1,0
8475738,Jordan,Weal,1,0,0,1,0
8479345,Jakob,Chychrun,0,0,0,0,1
8478432,Christian,Fischer,1,0,0,1,0
8471769,Niklas,Hjalmarsson,0,0,0,0,1
8480112,Hunter,Miska,0,0,1,0,1
8475717,Calvin,Pickard,0,0,1,0,1
8478047,Michael,Bunting,1,0,0,0,1
8478476,Kyle,Capobianco,0,0,0,0,1
8475246,Kevin,Connauton,0,0,0,0,1
8473546,Michael,Grabner,1,0,0,0,1
8480950,Ilya,Lyubushkin,0,0,0,1,0
8477293,Antti,Raanta,0,0,1,0,1
8476393,Nick,Cousins,1,0,0,0,1
8478856,Conor,Garland,1,0,0,1,0
