player_id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8475461,Andrew,Agozzino,1,0,0,0,1
8470655,David,Backes,1,0,0,1,0
8478131,Ondrej,Kase,1,0,0,1,0
8480748,Kiefer,Sherwood,1,0,0,1,0
8468011,Ryan,Miller,0,0,1,0,1
8474641,Adam,Henrique,1,0,0,0,1
8476483,Rickard,Rakell,1,0,0,1,0
8474584,Michael,Del Zotto,0,0,0,0,1
8473560,Korbinian,Holzer,0,0,0,1,0
8480031,Max,Comtois,1,0,0,0,1
8478873,Troy,Terry,1,0,0,1,0
8476854,Hampus,Lindholm,0,0,0,0,1
8479368,Max,Jones,1,0,0,0,1
8475164,Jakob,Silfverberg,1,0,0,1,0
8475790,Erik,Gudbranson,0,0,0,1,0
8478425,Brendan,Guhle,0,0,0,0,1
8475625,Matt,Irwin,0,0,0,0,1
8475235,Nicolas,Deslauriers,1,0,0,0,1
8478046,Danton,Heinen,1,0,0,0,1
8478466,Daniel,Sprong,1,0,0,1,0
8478491,Jacob,Larsson,0,0,0,0,1
8476434,John,Gibson,0,0,1,0,1
8476932,Anthony,Stolarz,0,0,1,0,1
8475764,Cam,Fowler,0,0,0,0,1
8476312,Josh,Manson,0,0,0,1,0
8475842,Sam,Carrick,1,0,0,1,0
8478029,Chase,De Leo,1,0,0,0,1
8470612,Ryan,Getzlaf,1,0,0,1,0
8474683,Derek,Grant,1,0,0,0,1
8480806,Isac,Lundestrom,1,0,0,0,1
8477947,Sonny,Milano,1,0,0,0,1
8477941,Nick,Ritchie,1,0,0,0,1
8479351,Sam,Steel,1,0,0,0,1
8477043,Christian,Djoos,0,0,0,0,1
8479372,Josh,Mahura,0,0,0,0,1
8477240,Carter,Rowney,1,0,0,1,0
8476913,Devin,Shore,1,0,0,0,1
8475825,Jani,Hakanpää,0,0,0,1,0
8478476,Kyle,Capobianco,0,0,0,0,1
8470755,Brad,Richardson,1,0,0,0,1
8478856,Conor,Garland,1,0,0,1,0
8473546,Michael,Grabner,1,0,0,0,1
8475791,Taylor,Hall,1,0,0,0,1
8474218,Jason,Demers,0,0,0,1,0
8478474,Lawson,Crouse,1,0,0,0,1
8477951,Nick,Schmaltz,1,0,0,1,0
8474613,Derek,Stepan,1,0,0,1,0
8477851,Jordan,Oesterle,0,0,0,0,1
8475311,Darcy,Kuemper,0,0,1,0,1
8475808,Michael,Chaput,1,0,0,0,1
8471274,Alex,Goligoski,0,0,0,0,1
8471769,Niklas,Hjalmarsson,0,0,0,0,1
8477989,Christian,Dvorak,1,0,0,0,1
8476994,Vinnie,Hinostroza,1,0,0,1,0
8471262,Carl,Soderberg,1,0,0,0,1
8480950,Ilya,Lyubushkin,0,0,0,1,0
8478432,Christian,Fischer,1,0,0,1,0
8480849,Barrett,Hayton,1,0,0,0,1
8473548,Phil,Kessel,1,0,0,1,0
8480913,Jordan,Gross,0,0,0,1,0
8474604,Aaron,Ness,0,0,0,0,1
8477293,Antti,Raanta,0,0,1,0,1
8479343,Clayton,Keller,1,0,0,0,1
8479345,Jakob,Chychrun,0,0,0,0,1
8475171,Oliver,Ekman-Larsson,0,0,0,0,1
8478499,Adin,Hill,0,0,1,0,1
8474008,Paul,Carey,1,0,0,0,1
8480901,Karson,Kuhlman,1,0,0,1,0
8478443,Brandon,Carlo,0,0,0,1,0
8475186,John,Moore,0,0,0,0,1
8478435,Dan,Vladar,0,0,1,0,1
8478498,Jake,DeBrusk,1,0,0,0,1
8478046,Danton,Heinen,1,0,0,0,1
8477365,Connor,Clifton,0,0,0,1,0
8479365,Trent,Frederic,1,0,0,0,1
8478468,Jeremy,Lauzon,0,0,0,0,1
8480001,Urho,Vaakanainen,0,0,0,0,1
8471695,Tuukka,Rask,0,0,1,0,1
8476439,Brett,Ritchie,1,0,0,1,0
8480021,Jack,Studnicka,1,0,0,1,0
8465009,Zdeno,Chara,0,0,0,0,1
8470638,Patrice,Bergeron,1,0,0,1,0
8477320,Anton,Blidh,1,0,0,0,1
8477417,Peter,Cehlarik,1,0,0,0,1
8476867,Brendan,Gaunce,1,0,0,0,1
8478888,Cameron,Hughes,1,0,0,0,1
8471276,David,Krejci,1,0,0,1,0
8480944,Par,Lindholm,1,0,0,0,1
8477941,Nick,Ritchie,1,0,0,0,1
8478485,Zach,Senyshyn,1,0,0,1,0
8475780,Chris,Wagner,1,0,0,1,0
8476891,Matt,Grzelcyk,0,0,0,0,1
8474000,Steven,Kampfer,0,0,0,1,0
8476792,Torey,Krug,0,0,0,0,1
8479325,Charlie,McAvoy,0,0,0,1,0
8475745,Charlie,Coyle,1,0,0,1,0
8476374,Sean,Kuraly,1,0,0,0,1
8475807,Joakim,Nordstrom,1,0,0,0,1
8477956,David,Pastrnak,1,0,0,1,0
8470860,Jaroslav,Halak,0,0,1,0,1
8470655,David,Backes,1,0,0,1,0
8478075,Anders,Bjork,1,0,0,0,1
8478131,Ondrej,Kase,1,0,0,1,0
8473419,Brad,Marchand,1,0,0,0,1
8474190,Wayne,Simmonds,1,0,0,1,0
8474567,Zach,Bogosian,0,0,0,1,0
8477337,John,Gilmour,0,0,0,0,1
8480935,Lawrence,Pilut,0,0,0,0,1
8477520,Jean-Sebastien,Dea,1,0,0,1,0
8477508,Curtis,Lazar,1,0,0,1,0
8478109,Victor,Olofsson,1,0,0,0,1
8477839,Conor,Sheary,1,0,0,0,1
8476293,Scott,Wilson,1,0,0,0,1
8480839,Rasmus,Dahlin,0,0,0,0,1
8479335,Rasmus,Asplund,1,0,0,0,1
8479999,Casey,Mittelstadt,1,0,0,0,1
8473449,Kyle,Okposo,1,0,0,1,0
8477933,Sam,Reinhart,1,0,0,1,0
8478542,Evan,Rodrigues,1,0,0,1,0
8475784,Jeff,Skinner,1,0,0,0,1
8480035,Henri,Jokiharju,0,0,0,1,0
8478403,Jack,Eichel,1,0,0,1,0
8475748,Dalton,Smith,1,0,0,0,1
8476918,Jimmy,Vesey,1,0,0,0,1
8477499,Rasmus,Ristolainen,0,0,0,1,0
8477992,Jonas,Johansson,0,0,1,0,1
8475149,Marcus,Johansson,1,0,0,0,1
8479420,Tage,Thompson,1,0,0,1,0
8476931,Jake,McCabe,0,0,0,0,1
8476525,Colin,Miller,0,0,0,1,0
8477986,Brandon,Montour,0,0,0,1,0
8473564,Michael,Frolik,1,0,0,0,1
8480946,Dominik,Kahun,1,0,0,0,1
8475622,Carter,Hutton,0,0,1,0,1
8476878,Zemgus,Girgensons,1,0,0,0,1
8471743,Vladimir,Sobotka,1,0,0,0,1
8475728,Johan,Larsson,1,0,0,0,1
8474618,Marco,Scandella,0,0,0,0,1
8476999,Linus,Ullmark,0,0,1,0,1
8476356,Tobias,Rieder,1,0,0,0,1
8479314,Matthew,Tkachuk,1,0,0,0,1
8474612,Travis,Hamonic,0,0,0,1,0
8474150,Mikael,Backlund,1,0,0,0,1
8476873,Mark,Jankowski,1,0,0,0,1
8473473,Milan,Lucic,1,0,0,0,1
8477210,Buddy,Robinson,1,0,0,1,0
8470966,Mark,Giordano,0,0,0,0,1
8479346,Dillon,Dube,1,0,0,0,1
8475762,Derek,Forbort,0,0,0,0,1
8478396,Noah,Hanifin,0,0,0,0,1
8478233,Andrew,Mangiapane,1,0,0,0,1
8478512,Austin,Czarnik,1,0,0,1,0
8477496,Elias,Lindholm,1,0,0,1,0
8474736,Zac,Rinaldo,1,0,0,0,1
8476979,Erik,Gustafsson,0,0,0,0,1
8481630,Alexander,Yelesin,0,0,0,1,0
8477935,Sam,Bennett,1,0,0,0,1
8473564,Michael,Frolik,1,0,0,0,1
8478585,Derek,Ryan,1,0,0,1,0
8478397,Rasmus,Andersson,0,0,0,1,0
8476346,Johnny,Gaudreau,1,0,0,0,1
8476409,Alan,Quine,1,0,0,0,1
8474673,TJ,Brodie,0,0,0,0,1
8475869,Brandon,Davidson,0,0,0,0,1
8478430,Oliver,Kylington,0,0,0,0,1
