player_id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8471699,Andrew,Cogliano,1,0,0,0,1
8462041,Radek,Dvorak,1,0,0,1,0
8474034,Pat,Maroon,1,0,0,0,1
8475151,Kyle,Palmieri,1,0,0,1,0
8467332,Bryan,Allen,0,0,0,0,1
8473492,Matt,Beleskey,1,0,0,0,1
8474579,Luca,Sbisa,0,0,0,0,1
8460561,Sheldon,Souray,0,0,0,0,1
8468695,Matthew,Lombardi,1,0,0,0,1
8471521,Brad,Staubitz,1,0,0,1,0
8471476,Daniel,Winnik,1,0,0,0,1
8459442,Saku,Koivu,1,0,0,0,1
8457981,Teemu,Selanne,1,0,0,1,0
8470612,Ryan,Getzlaf,1,0,0,1,0
8470621,Corey,Perry,1,0,0,1,0
8475758,Devante,Smith-Pelly,1,0,0,1,0
8467400,Francois,Beauchemin,0,0,0,0,1
8475222,Sami,Vatanen,0,0,0,1,0
8476839,Viktor,Fasth,0,0,1,0,1
8474009,Nick,Bonino,1,0,0,0,1
8465042,Toni,Lydman,0,0,0,0,1
8473972,Jonas,Hiller,0,0,1,1,0
8476483,Rickard,Rakell,1,0,0,1,0
8471676,Bobby,Ryan,1,0,0,1,0
8469483,David,Steckel,1,0,0,0,1
8475764,Cam,Fowler,0,0,0,0,1
8473933,Ben,Lovejoy,0,0,0,1,0
8475770,Emerson,Etem,1,0,0,0,1
8475180,Peter,Holland,1,0,0,0,1
8474646,Brandon,McMillan,1,0,0,0,1
8472370,Jordan,Hendry,0,0,0,0,1
8470596,Nathan,Horton,1,0,0,1,0
8471276,David,Krejci,1,0,0,1,0
8475794,Tyler,Seguin,1,0,0,1,0
8465009,Zdeno,Chara,0,0,0,0,1
8473484,Kaspars,Daugavins,1,0,0,0,1
8469534,Aaron,Johnson,0,0,0,0,1
8476792,Torey,Krug,0,0,0,0,1
8471246,Chris,Bourque,1,0,0,0,1
8467967,Chris,Kelly,1,0,0,0,1
8473473,Milan,Lucic,1,0,0,0,1
8471262,Carl,Soderberg,1,0,0,0,1
8473419,Brad,Marchand,1,0,0,0,1
8471514,Rich,Peverley,1,0,0,1,0
8474749,Matt,Bartkowski,0,0,0,0,1
8471418,Anton,Khudobin,0,0,1,0,1
8475150,Jordan,Caron,1,0,0,0,1
8470169,Gregory,Campbell,1,0,0,0,1
8470230,Daniel,Paille,1,0,0,0,1
8459454,Jay,Pandolfo,1,0,0,0,1
8470704,Jamie,Tardif,1,0,0,1,0
8476462,Dougie,Hamilton,0,0,0,1,0
8471717,Adam,McQuaid,0,0,0,1,0
8462033,Wade,Redden,0,0,0,0,1
8469619,Dennis,Seidenberg,0,0,0,0,1
8448208,Jaromir,Jagr,1,0,0,0,1
8465978,Shawn,Thornton,1,0,0,1,0
8466333,Andrew,Ference,0,0,0,0,1
8471695,Tuukka,Rask,0,0,1,0,1
8470638,Patrice,Bergeron,1,0,0,1,0
8475283,Lane,MacDermid,1,0,0,0,1
8475727,Ryan,Spooner,1,0,0,0,1
8470187,Johnny,Boychuk,0,0,0,1,0
8474551,Ville,Leino,1,0,0,0,1
8474113,TJ,Brennan,0,0,0,0,1
8467344,Robyn,Regehr,0,0,0,0,1
8471804,Nathan,Gerbe,1,0,0,0,1
8473523,Jhonas,Enroth,0,0,1,0,1
8474609,Luke,Adam,1,0,0,0,1
8476888,Mikhail,Grigorenko,1,0,0,0,1
8474570,Cody,Hodgson,1,0,0,1,0
8469506,Jason,Pominville,1,0,0,1,0
8471331,Kevin,Porter,1,0,0,0,1
8474574,Tyler,Myers,0,0,0,1,0
8471226,Drew,Stafford,1,0,0,1,0
8470598,Thomas,Vanek,1,0,0,1,0
8475796,Mark,Pysyk,0,0,0,1,0
