id,firstName,lastName,pos_F,pos_D,pos_G,hand_R,hand_L
8480072,Lias,Andersson,1,0,0,0,1
8481532,Alex,Turcotte,1,0,0,0,1
8479329,Frederic,Allard,0,0,0,1,0
8482964,Arber,Xhekaj,0,0,0,0,1
8481740,Tyce,Thompson,1,0,0,1,0
8484256,Jake,Livingstone,0,0,0,1,0
8479526,Otto,Koivula,1,0,0,0,1
8470610,Zach,Parise,1,0,0,0,1
8481102,Egor,Sokolov,1,0,0,1,0
8478173,Hayden,Hodgson,1,0,0,1,0
8479550,Tanner,Laczynski,1,0,0,1,0
8481521,Ronnie,Attard,0,0,0,1,0
8478433,Felix,Sandstrom,0,0,1,0,1
8476326,Josh,Archibald,1,0,0,1,0
8474053,Logan,Couture,1,0,0,0,1
8478067,Oskar,Lindblom,1,0,0,0,1
8480160,Radim,Simek,0,0,0,0,1
8476410,Josh,Leivo,1,0,0,1,0
8477463,Steven,Santini,0,0,0,1,0
8479026,Philippe,Myers,0,0,0,1,0
8474190,Wayne,Simmonds,1,0,0,1,0
8473548,Phil,Kessel,1,0,0,1,0
8478506,Gabriel,Carlsson,0,0,0,0,1
8470612,Ryan,Getzlaf,1,0,0,1,0
8479341,Cam,Dineen,0,0,0,0,1
8474667,Harri,Sateri,0,0,1,0,1
8482072,Jack,Ahcan,0,0,0,0,1
8475186,John,Moore,0,0,0,0,1
8479419,Brett,Murray,1,0,0,0,1
8480231,Jakub,Galvas,0,0,0,0,1
8476870,Stefan,Matteau,1,0,0,0,1
8477290,Michael,Raffl,1,0,0,0,1
8476505,Turner,Elson,1,0,0,0,1
8474722,Luke,Witkowski,0,0,0,1,0
8478442,Cooper,Marody,1,0,0,1,0
8476343,Garret,Sparks,0,0,1,0,1
8476975,Cedric,Paquette,1,0,0,0,1
8478838,Lukas,Vejdemo,1,0,0,0,1
8471679,Carey,Price,0,0,1,0,1
8476428,Rocco,Grimaldi,1,0,0,1,0
8472382,Andy,Greene,0,0,0,0,1
8476983,Paul,LaDue,0,0,0,1,0
8475735,Greg,McKegg,1,0,0,0,1
8478903,Adam,Huska,0,0,1,0,1
8478056,Clark,Bishop,1,0,0,0,1
8474589,Tyler,Ennis,1,0,0,0,1
8480304,Jayden,Halbgewachs,1,0,0,0,1
8477996,Juho,Lammikko,1,0,0,0,1
8480022,Michael,DiPietro,0,0,1,0,1
8481849,Zack,Hayes,0,0,0,0,1
8478040,Austin,Poganski,1,0,0,1,0
8475958,Michael,Sgarbossa,1,0,0,0,1
8480087,Mike,Vecchione,1,0,0,1,0
8468011,Ryan,Miller,0,0,1,0,1
8474581,Jake,Gardiner,0,0,0,0,1
8476888,Mikhail,Grigorenko,1,0,0,0,1
8480162,Matiss ,Kivlenieks,0,0,1,0,1
8471262,Carl,Soderberg,1,0,0,0,1
8470047,Valtteri,Filppula,1,0,0,0,1
8481638,Joakim,Nygard,1,0,0,0,1
8481105,Otto,Leskinen,0,0,0,0,1
8478857,Dmytro,Timashov,1,0,0,0,1
8475613,Nate,Prosser,0,0,0,1,0
8474134,Yannick,Weber,0,0,0,1,0
8480276,Ivan,Chekhovich,1,0,0,0,1
8481516,Joel,Kellman,1,0,0,0,1
8466139,Patrick,Marleau,1,0,0,0,1
8482246,Alexei,Melnichuk,0,0,1,0,1
8477455,Jacob,de la Rose,1,0,0,0,1
8482063,Marc ,Michaelis,1,0,0,0,1
8471743,Vladimir,Sobotka,1,0,0,0,1
8479530,Adam,Werner,0,0,1,0,1
8474597,Cody,Goloubef,0,0,0,1,0
8476472,Oscar,Klefbom,0,0,0,0,1
8480940,Joel,Persson,0,0,0,1,0
8479734,Brennan,Menell,0,0,0,1,0
8480213,Gilles,Senn,0,0,1,1,0
8476447,Miikka,Salomaki,1,0,0,0,1
8470187,Johnny,Boychuk,0,0,0,1,0
8475195,Anders,Nilsson,0,0,1,0,1
8471702,Matt,Niskanen,0,0,0,1,0
8473412,Bryan,Little,1,0,0,1,0
8476894,Brendan,Leipsic,1,0,0,0,1
8479294,Kevin,Boyle,0,0,1,0,1
8474131,Mario,Kempe,1,0,0,0,1
8471273,Brandon,Dubinsky,1,0,0,0,1
8478561,Andreas,Martinsen,1,0,0,0,1
8471691,Martin,Hanzal,1,0,0,0,1
8473933,Ben,Lovejoy,0,0,0,1,0
8476806,JT,Brown,1,0,0,1,0
8469521,Tomas,Plekanec,1,0,0,0,1
8471226,Drew,Stafford,1,0,0,1,0
8473492,Matt,Beleskey,1,0,0,0,1
8478268,Jack,Rodewald,1,0,0,1,0
8475206,Stefan,Elliott,0,0,0,1,0
8470093,Mike,McKenna,0,0,1,1,0
8477399,Tyrell,Goulbourne,1,0,0,0,1
8473607,Michal,Neuvirth,0,0,1,0,1
8478365,Danick,Martel,1,0,0,0,1
8471766,Jared,Boll,1,0,0,1,0
8469544,Patrick,Sharp,1,0,0,1,0
8478842,Andrei,Mironov,0,0,0,0,1
8477225,Jared,Coreau,0,0,1,0,1
8476020,Andrew,Crescenzi,1,0,0,0,1
8475157,Landon,Ferraro,1,0,0,1,0
8478004,Brett,Lernout,0,0,0,1,0
8477642,Rinat,Valiev,0,0,0,0,1
8476450,Ryan,Sproul,0,0,0,1,0
8474018,Christopher,DiDomenico,1,0,0,1,0
8475328,Ben,Sexton,1,0,0,1,0
8476955,Taylor,Leier,1,0,0,0,1
8479650,Vadim,Shipachyov,1,0,0,0,1
8471664,Mason,Raymond,1,0,0,0,1
8470886,Clayton,Stoner,0,0,0,0,1
8462038,Shane,Doan,1,0,0,1,0
8473571,Jamie,McBain,0,0,0,1,0
8478562,Jakub,Nakladal,0,0,0,1,0
8468038,Michael,Leighton,0,0,1,0,1
8477445,Hunter,Shinkaruk,1,0,0,0,1
8475223,Linden,Vey,1,0,0,1,0
8471956,Andrew,Desjardins,1,0,0,0,1
8466285,Brian,Campbell,0,0,0,0,1
8474577,Joe,Colborne,1,0,0,0,1
8468505,Steve,Ott,1,0,0,0,1
8475165,Anton,Lander,1,0,0,0,1
8476852,Griffin,Reinhart,0,0,0,0,1
8476200,Paul,Thompson,1,0,0,1,0
8465978,Shawn,Thornton,1,0,0,1,0
8474100,Dwight,King,1,0,0,0,1
8478566,Sergey,Kalinin,1,0,0,0,1
8470667,Clarke,MacArthur,1,0,0,0,1
8471762,Chris,VandeVelde,1,0,0,0,1
8477326,Joel,Vermin,1,0,0,0,1
8475815,Julian,Melchiori,0,0,0,0,1
8478137,Jiri,Sekac,1,0,0,0,1
8474138,Dustin,Jeffrey,1,0,0,0,1
8474588,Viktor,Tikhonov,1,0,0,1,0
8469555,Christian,Ehrhoff,0,0,0,0,1
8465185,Willie,Mitchell,0,0,0,0,1
8468526,Jarret,Stoll,1,0,0,1,0
8460542,Patrik,Elias,1,0,0,0,1
8473482,Jiri,Tlusty,1,0,0,0,1
8471752,Marc-Andre,Gragnani,0,0,0,0,1
8470230,Daniel,Paille,1,0,0,0,1
8476819,Jeremy,Welsh,1,0,0,0,1
8470378,Andre,Benoit,0,0,0,0,1
8475060,Matt,Taormina,0,0,0,0,1
8476910,Scott,Kosmachuk,1,0,0,1,0
8475598,Ryan,Stanton,0,0,0,0,1
8468482,Dany,Heatley,1,0,0,0,1
8474793,Justin,Hodgman,1,0,0,1,0
8469664,David,Moss,1,0,0,1,0
8477228,Matt,Lindblad,1,0,0,0,1
8474519,Jack,Hillen,0,0,0,0,1
8477913,David,Wolf,1,0,0,0,1
8476536,Colin,Smith,1,0,0,1,0
8466149,Daniel,Cleary,1,0,0,0,1
8470176,Sean,Bergenheim,1,0,0,0,1
8470054,Keith,Ballard,0,0,0,0,1
8474137,Drayson,Bowman,1,0,0,0,1
8460626,Bryce,Salvador,0,0,0,0,1
8468598,Lubomir,Visnovsky,0,0,0,0,1
8473536,James,Sheppard,1,0,0,0,1
8470654,Maxim,Lapierre,1,0,0,1,0
8466160,Brenden,Morrow,1,0,0,0,1
8474192,Matt,Frattin,1,0,0,1,0
8475295,Brandon,Kozun,1,0,0,1,0
8474184,Keaton,Ellerby,0,0,0,0,1
8475619,Aaron,Volpatti,1,0,0,0,1
8459442,Saku,Koivu,1,0,0,0,1
8467910,Nolan,Yonkman,0,0,0,1,0
8474059,Linus,Omark,1,0,0,0,1
8474681,Andrei,Loktionov,1,0,0,0,1
8477847,Bryce,Van Brabant,1,0,0,0,1
8462129,Michal,Handzus,1,0,0,0,1
8470366,Martin,St. Pierre,1,0,0,0,1
8477666,Simon,Moser,1,0,0,0,1
8470153,Pierre-Marc,Bouchard,1,0,0,0,1
8476206,Andy,Miele,1,0,0,0,1
8476522,Adam,Payerl,1,0,0,1,0
8468162,Jerred,Smithson,1,0,0,1,0
8469534,Aaron,Johnson,0,0,0,0,1
8474121,Colton,Gillies,1,0,0,0,1
8459053,Adrian,Aucoin,0,0,0,1,0
8477243,Drew,LeBlanc,1,0,0,0,1
8468636,Greg,Zanon,0,0,0,0,1
8473416,Michael,Caruso,0,0,0,0,1
8475893,Joonas,Rask,1,0,0,1,0
8471689,Ryan,O'Marra,1,0,0,1,0
8472355,Rod,Pelley,1,0,0,0,1
8470636,Josh,Hennessy,1,0,0,0,1
8458525,Brian,Rolston,1,0,0,0,1
8470986,Darryl,Boyce,1,0,0,0,1
8468166,Curtis,Sanford,0,0,1,0,1
8474587,Greg,Nemisz,1,0,0,1,0
8474691,Philippe,Cornet,1,0,0,0,1
8475219,Kristopher,Foucault,1,0,0,0,1
8475679,Jarod,Palmer,1,0,0,1,0
8468463,Mathieu,Darche,1,0,0,0,1
8475372,Andreas,Engqvist,1,0,0,1,0
8474163,Kevin,Marshall,0,0,0,0,1
8470737,Brett,Sterling,1,0,0,0,1
8475104,Evan,Oberg,0,0,0,0,1
8460567,Chris,Clark,1,0,0,1,0
8455919,Craig,Conroy,1,0,0,1,0
8470648,Stefan,Meyer,1,0,0,0,1
8466145,Nick,Boynton,0,0,0,1,0
8470623,Shawn,Belle,0,0,0,0,1
8470656,David,Liffiton,0,0,0,0,1
8449645,Mike,Modano,1,0,0,0,1
8460555,Jason,Strudwick,0,0,0,0,1
8469675,Martin,Gerber,0,0,1,0,1
8471310,Dustin,Boyd,1,0,0,0,1
8464957,J-P,Dumont,1,0,0,0,1
8465024,Jon,Sim,1,0,0,0,1
8458361,Doug,Weight,1,0,0,0,1
8473611,Shane,Sims,0,0,0,1,0
8471368,Roman,Wick,1,0,0,0,1
8469681,Ryan,Hollweg,1,0,0,0,1
8474531,Mike,Moore,0,0,0,0,1
8470136,Nathan,Oystrick,0,0,0,0,1
8460503,Mattias,Ohlund,0,0,0,0,1
8471692,Ryan,Parent,0,0,0,0,1
8479619,Michael,Carcone,1,0,0,0,1
8476856,Matt,Dumba,0,0,0,1,0
8479442,Troy,Stecher,0,0,0,1,0
8476854,Hampus,Lindholm,0,0,0,0,1
8475784,Jeff,Skinner,1,0,0,0,1
8476921,Jordan,Martinook,1,0,0,0,1
8476882,Teuvo,Teravainen,1,0,0,0,1
8478970,Jalen,Chatfield,0,0,0,1,0
8477950,Tony,DeAngelo,0,0,0,1,0
8476869,Brady,Skjei,0,0,0,0,1
8484293,Yaniv,Perets,0,0,1,0,1
8474150,Mikael,Backlund,1,0,0,0,1
8480008,Adam,Ruzicka,1,0,0,0,1
8477346,MacKenzie,Weegar,0,0,0,1,0
8481568,Alex,Vlasic,0,0,0,0,1
8471699,Andrew,Cogliano,1,0,0,0,1
8477494,Jonathan,Drouin,1,0,0,0,1
8478449,Roope,Hintz,1,0,0,0,1
8482740,Wyatt,Johnston,1,0,0,1,0
8476902,Esa,Lindell,0,0,0,0,1
8477429,Andrew,Copp,1,0,0,0,1
8478466,Daniel,Sprong,1,0,0,1,0
8480468,James,Hamblin,1,0,0,0,1
8475169,Evander,Kane,1,0,0,0,1
8477935,Sam,Bennett,1,0,0,0,1
8479981,Jonah,Gadjovich,1,0,0,0,1
8479314,Matthew,Tkachuk,1,0,0,0,1
8478055,Gustav,Forsling,0,0,0,0,1
8479372,Josh,Mahura,0,0,0,0,1
8482124,Quinton,Byfield,1,0,0,0,1
8471685,Anze,Kopitar,1,0,0,0,1
8479520,Brandon,Duhaime,1,0,0,0,1
8474567,Zach,Bogosian,0,0,0,1,0
8477541,Dakota,Mermis,0,0,0,0,1
8481540,Cole,Caufield,1,0,0,1,0
8479543,Michael,Pezzetta,1,0,0,0,1
8480018,Nick,Suzuki,1,0,0,1,0
8479414,Nathan,Bastian,1,0,0,1,0
8478414,Timo,Meier,1,0,0,0,1
8478051,Max,Willman,1,0,0,0,1
8479984,Cal,Foote,0,0,0,1,0
8479996,Cody,Glass,1,0,0,1,0
8482062,Cole,Smith,1,0,0,0,1
8477380,Jonny,Brodzinski,1,0,0,1,0
8478472,Mathieu,Joseph,1,0,0,0,1
8476341,Anton,Forsberg,0,0,1,0,1
8474715,Cam,Atkinson,1,0,0,1,0
8478439,Travis,Konecny,1,0,0,1,0
8476872,Scott,Laughton,1,0,0,0,1
8481546,Cam,York,0,0,0,0,1
8481178,Egor,Zamula,0,0,0,0,1
8482055,Drew,O'Connor,1,0,0,0,1
8477465,Tristan,Jarry,0,0,1,0,1
8478916,Joey,Daccord,0,0,1,0,1
8475831,Philipp,Grubauer,0,0,1,0,1
8477407,Anthony,Duclair,1,0,0,0,1
8477149,Scott,Sabourin,1,0,0,1,0
8477335,Kyle,Burroughs,0,0,0,1,0
8480834,Ty,Emberson,0,0,0,1,0
8478104,Sammy,Blais,1,0,0,0,1
8477402,Pavel,Buchnevich,1,0,0,0,1
8480981,Joel,Hofer,0,0,1,0,1
8479542,Brandon,Hagel,1,0,0,0,1
8479661,Tanner,Jeannot,1,0,0,0,1
8475177,Calvin,de Haan,0,0,0,0,1
8479410,Mikhail,Sergachev,0,0,0,0,1
8477992,Jonas,Johansson,0,0,1,0,1
8479361,Joseph,Woll,0,0,1,0,1
8476468,J.T.,Miller,1,0,0,0,1
8480459,Pius,Suter,1,0,0,0,1
8478020,Michael,Amadio,1,0,0,1,0
8481604,Pavel,Dorofeyev,1,0,0,0,1
8476539,Jonathan,Marchessault,1,0,0,1,0
8481167,Brayden,Pachal,0,0,0,1,0
8480873,Rasmus,Sandin,0,0,0,0,1
8477845,Trevor,van Riemsdyk,0,0,0,1,0
8480467,Austin,Strand,0,0,0,1,0
8480890,Jan,Jenik,1,0,0,0,1
8483397,Marc,McLaughlin,1,0,0,1,0
8476994,Vinnie,Hinostroza,1,0,0,1,0
8480441,Trey,Fix-Wolansky,1,0,0,1,0
8481649,Joona,Luoto,1,0,0,0,1
8474628,Michael,Stone,0,0,0,1,0
8482635,Mike,Hardman,1,0,0,0,1
8478224,Luke,Philp,1,0,0,1,0
8478455,Austin,Wagner,1,0,0,0,1
8480070,Ian,Mitchell,0,0,0,1,0
8482250,Callahan,Burke,1,0,0,1,0
8482147,Jean-Luc,Foudy,1,0,0,1,0
8476851,Alex,Galchenyuk,1,0,0,0,1
8480822,Martin,Kaut,1,0,0,1,0
8471303,Alexander,Edler,0,0,0,0,1
8477464,Nic,Petan,1,0,0,0,1
8483424,Owen,Beck,1,0,0,1,0
8475968,Alex,Belzile,1,0,0,1,0
8480034,Joel,Teasdale,1,0,0,0,1
8477341,Andreas,Johnsson,1,0,0,0,1
8477981,Roland,McKeown,0,0,0,1,0
8479580,Dylan,Gambrell,1,0,0,1,0
8479465,Drake,Caggiula,1,0,0,0,1
8481591,Sam,Poulin,1,0,0,0,1
8481543,Nikita,Alexandrov,1,0,0,0,1
8471306,Thomas,Greiss,0,0,1,0,1
8478902,Erik,Kallgren,0,0,1,0,1
8480326,Sheldon,Dries,1,0,0,0,1
8479404,Henrik,Borgstrom,1,0,0,0,1
8481815,Bryce,Kindopp,1,0,0,1,0
8477205,Andrej,Sustr,0,0,0,1,0
8480591,Thomas,Hodges,0,0,1,0,1
8476436,Dmitrij,Jaskin,1,0,0,0,1
8480083,C.J.,Smith,1,0,0,0,1
8481004,Josiah,Slavin,1,0,0,0,1
8476886,Slater,Koekkoek,0,0,0,0,1
8466138,Joe,Thornton,1,0,0,0,1
8470606,Dustin,Brown,1,0,0,1,0
8477631,Brandon,Baddock,1,0,0,0,1
8478933,Michael,McNiven,0,0,1,0,1
8478868,Christian,Jaros,0,0,0,1,0
8478949,Kole,Sherwood,1,0,0,1,0
8476807,Matt,Tennyson,0,0,0,1,0
8473463,Leo,Komarov,1,0,0,0,1
8465009,Zdeno,Chara,0,0,0,0,1
8479364,Tim,Gettinger,1,0,0,0,1
8480053,Sasha,Chmelevski,1,0,0,1,0
8481701,Santeri,Hatakka,0,0,0,0,1
8479313,Zach,Sawchenko,0,0,1,0,1
8473415,Alex,Biega,0,0,0,1,0
8479729,Kristians,Rubins,0,0,0,0,1
8480186,Alexander,Volkov,1,0,0,0,1
8475808,Michael,Chaput,1,0,0,0,1
8475807,Joakim,Nordstrom,1,0,0,0,1
8475204,Brandon,Pirri,1,0,0,0,1
8479387,Keaton,Middleton,0,0,0,0,1
8482240,Mathias ,Brome,1,0,0,0,1
8477038,Nikita,Gusev,1,0,0,1,0
8478011,Louie,Belpedio,0,0,0,1,0
8470642,Shea,Weber,0,0,0,1,0
8479288,Kasimir,Kaskisuo,0,0,1,0,1
8471469,Pekka,Rinne,0,0,1,0,1
8475868,Anthony,Bitetto,0,0,0,0,1
8479462,Tarmo,Reunanen,0,0,0,0,1
8477814,Kevin,Czuczman,0,0,0,0,1
8478049,Ben,Thomas,0,0,0,1,0
8476444,Christopher,Gibson,0,0,1,0,1
8477937,Jake,Virtanen,1,0,0,1,0
8476430,Tomas,Jurco,1,0,0,0,1
8468508,Justin,Williams,1,0,0,1,0
8481650,Jakob,Lilja,1,0,0,0,1
8477961,John,Quenneville,1,0,0,0,1
8475730,Stephen,Johns,0,0,0,1,0
8477509,Mirco,Mueller,0,0,0,0,1
8468685,Henrik,Lundqvist,0,0,1,0,1
8478833,J.C.,Beaudin,1,0,0,1,0
8477010,Joseph,Blandisi,1,0,0,0,1
8476974,Thomas,Di Pauli,1,0,0,0,1
8480780,Lukas,Radil,1,0,0,1,0
8480147,Oscar,Fantenberg,0,0,0,0,1
8479748,Gage,Quinney,1,0,0,0,1
8468674,Deryk,Engelland,0,0,0,1,0
8474061,Anthony,Peluso,1,0,0,1,0
8470760,Marc,Methot,0,0,0,0,1
8470602,Dion,Phaneuf,0,0,0,0,1
8476177,Matt,Read,1,0,0,1,0
8474550,Antti,Niemi,0,0,1,0,1
8480948,Egor,Yakovlev,0,0,0,0,1
8475175,Magnus,Paajarvi,1,0,0,0,1
8471768,Tom,Pyatt,1,0,0,0,1
8475253,Garrett,Wilson,1,0,0,0,1
8469501,Chris,Thorburn,1,0,0,1,0
8478031,Nelson,Nogier,0,0,0,1,0
8479613,Giovanni,Fiore,1,0,0,0,1
8476866,Nicolas,Kerdiles,1,0,0,0,1
8467400,Francois,Beauchemin,0,0,0,0,1
8475185,Jacob,Josefson,1,0,0,0,1
8468083,Henrik,Zetterberg,1,0,0,0,1
8476322,Chase,Balisy,1,0,0,0,1
8474625,Jimmy,Hayes,1,0,0,1,0
8469619,Dennis,Seidenberg,0,0,0,0,1
8471433,Daniel,Taylor,0,0,1,0,1
8475739,Michael,Bournival,1,0,0,0,1
8470828,Toby,Enstrom,0,0,0,0,1
8473461,Steve,Mason,0,0,1,1,0
8476805,Spencer,Abbott,1,0,0,1,0
8475199,Eric,Gelinas,0,0,0,0,1
8470778,Drew,Miller,1,0,0,0,1
8470121,Matt,Greene,0,0,0,1,0
8476219,Patrick,Cannone,1,0,0,1,0
8476482,Nicklas,Jensen,1,0,0,0,1
8470644,Colin,McDonald,1,0,0,1,0
8471331,Kevin,Porter,1,0,0,0,1
8473542,Tom,Sestito,1,0,0,0,1
8479969,Griffen,Molino,1,0,0,0,1
8471856,Joe,Vitale,1,0,0,1,0
8474005,Alex,Grant,0,0,0,1,0
8467330,David,Legwand,1,0,0,0,1
8469470,Carlo,Colaiacovo,0,0,0,0,1
8476394,Michael,Paliotta,0,0,0,1,0
8473404,Niklas,Backstrom,0,0,1,0,1
8474850,Brandon,Mashinter,1,0,0,0,1
8467331,Brad,Stuart,0,0,0,0,1
8474698,Brent,Regner,0,0,0,1,0
8471311,Tyler,Kennedy,1,0,0,1,0
8468700,Paul,Gaustad,1,0,0,0,1
8475661,Dave,Dziurzynski,1,0,0,0,1
8475174,Jared,Cowen,0,0,0,0,1
8474497,Michael,Kostka,0,0,0,1,0
8466393,Pascal,Dupuis,1,0,0,0,1
8473562,John,McCarthy,1,0,0,0,1
8474096,Nick,Spaling,1,0,0,0,1
8471733,Rich,Clune,1,0,0,0,1
8474113,TJ,Brennan,0,0,0,0,1
8476478,Stuart,Percy,0,0,0,0,1
8470274,Chris,Higgins,1,0,0,0,1
8471283,Brandon,Prust,1,0,0,0,1
8474616,Patrice,Cormier,1,0,0,0,1
8475161,Chris,Brown,1,0,0,1,0
8475816,Stanislav,Galiev,1,0,0,1,0
8475119,Zach,Sill,1,0,0,0,1
8467391,Jason,LaBarbera,0,0,1,0,1
8470719,Alexandre,Bolduc,1,0,0,0,1
8468064,Martin,Erat,1,0,0,0,1
8477092,Andrey,Makarov,0,0,1,0,1
8475826,Justin,Shugg,1,0,0,1,0
8475294,Rasmus,Rissanen,0,0,0,0,1
8475733,Max,Reinhart,1,0,0,0,1
8470699,Jan,Hejda,0,0,0,0,1
8476179,Will,Acton,1,0,0,0,1
8473514,Jesse,Joensuu,1,0,0,0,1
