season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2011,ANA,8473492,https://assets.nhle.com/mugs/nhl/20102011/ANA/8473492.png,Matt,Beleskey,L,L,39,72,207,183,94,1988-06-07,Windsor,CAN,ON,1,0,0,0,1
2011,ANA,8467844,https://assets.nhle.com/mugs/nhl/20102011/ANA/8467844.png,Jason,Blake,L,L,33,70,190,178,86,1973-09-02,Moorhead,USA,MN,1,0,0,0,1
2011,ANA,8470867,https://assets.nhle.com/mugs/nhl/20102011/ANA/8470867.png,Troy,Bodie,R,R,50,77,226,196,103,1985-01-25,Portage la Prairie,CAN,MB,1,0,0,1,0
2011,ANA,8474009,https://assets.nhle.com/mugs/nhl/20102011/ANA/8474009.png,Nick,Bonino,C,L,13,73,195,185,88,1988-04-20,Hartford,USA,CT,1,0,0,0,1
2011,ANA,8473646,https://assets.nhle.com/mugs/nhl/20102011/ANA/8473646.png,Ryan,Carter,C,L,20,73,205,185,93,1983-08-03,White Bear Lake,USA,MN,1,0,0,0,1
2011,ANA,8471231,https://assets.nhle.com/mugs/nhl/20102011/ANA/8471231.png,Kyle,Chipchura,C,L,28,74,203,188,92,1986-02-19,Westlock,CAN,AB,1,0,0,0,1
2011,ANA,8470612,https://assets.nhle.com/mugs/nhl/20102011/ANA/8470612.png,Ryan,Getzlaf,C,R,15,76,220,193,100,1985-05-10,Regina,CAN,SK,1,0,0,1,0
2011,ANA,8464984,https://assets.nhle.com/mugs/nhl/20102011/ANA/8464984.png,Josh,Green,C,L,12,75,218,191,99,1977-11-16,Camrose,CAN,AB,1,0,0,0,1
2011,ANA,8459442,https://assets.nhle.com/mugs/nhl/20102011/ANA/8459442.png,Saku,Koivu,C,L,11,70,181,178,82,1974-11-23,Turku,FIN,"",1,0,0,0,1
2011,ANA,8470654,https://assets.nhle.com/mugs/nhl/20102011/ANA/8470654.png,Maxim,Lapierre,C,R,14,74,215,188,98,1985-03-29,Saint-Léonard,CAN,QC,1,0,0,1,0
2011,ANA,8470207,https://assets.nhle.com/mugs/nhl/20102011/ANA/8470207.png,Joffrey,Lupul,R,R,19,73,206,185,93,1983-09-23,Fort Saskatchewan,CAN,AB,1,0,0,1,0
2011,ANA,8459587,https://assets.nhle.com/mugs/nhl/20102011/ANA/8459587.png,Todd,Marchant,C,L,22,70,180,178,82,1973-08-12,Buffalo,USA,NY,1,0,0,0,1
2011,ANA,8474646,https://assets.nhle.com/mugs/nhl/20102011/ANA/8474646.png,Brandon,McMillan,C,L,64,71,190,180,86,1990-03-22,Richmond,CAN,BC,1,0,0,0,1
2011,ANA,8475151,https://assets.nhle.com/mugs/nhl/20102011/ANA/8475151.png,Kyle,Palmieri,R,R,21,71,198,180,90,1991-02-01,Smithtown,USA,NY,1,0,0,1,0
2011,ANA,8468095,https://assets.nhle.com/mugs/nhl/20102011/ANA/8468095.png,George,Parros,R,R,16,77,224,196,102,1979-12-29,Washington,USA,PA,1,0,0,1,0
2011,ANA,8470621,https://assets.nhle.com/mugs/nhl/20102011/ANA/8470621.png,Corey,Perry,R,R,10,75,208,191,94,1985-05-16,Peterborough,CAN,ON,1,0,0,1,0
2011,ANA,8467393,https://assets.nhle.com/mugs/nhl/20102011/ANA/8467393.png,Jarkko,Ruutu,L,L,37,73,204,185,93,1975-08-23,Helsinki,FIN,"",1,0,0,0,1
2011,ANA,8471676,https://assets.nhle.com/mugs/nhl/20102011/ANA/8471676.png,Bobby,Ryan,R,R,9,74,208,188,94,1987-03-17,Cherry Hill,USA,NJ,1,0,0,1,0
2011,ANA,8457981,https://assets.nhle.com/mugs/nhl/20102011/ANA/8457981.png,Teemu,Selanne,R,R,8,72,209,183,95,1970-07-03,Helsinki,FIN,"",1,0,0,1,0
2011,ANA,8475105,https://assets.nhle.com/mugs/nhl/20102011/ANA/8475105.png,Dan,Sexton,R,R,42,69,180,175,82,1987-04-29,Apple Valley,USA,MN,1,0,0,1,0
2011,ANA,8469672,https://assets.nhle.com/mugs/nhl/20102011/ANA/8469672.png,Aaron,Voros,L,L,34,74,210,188,95,1981-07-02,Vancouver,CAN,BC,1,0,0,0,1
2011,ANA,8468515,https://assets.nhle.com/mugs/nhl/20102011/ANA/8468515.png,Brad,Winchester,L,L,19,77,230,196,104,1981-03-01,Madison,USA,WI,1,0,0,0,1
2011,ANA,8467400,https://assets.nhle.com/mugs/nhl/20102011/ANA/8467400.png,Francois,Beauchemin,D,L,23,71,208,180,94,1980-06-04,Sorel,CAN,QC,0,0,0,0,1
2011,ANA,8469992,https://assets.nhle.com/mugs/nhl/20102011/ANA/8469992.png,Sheldon,Brookbank,D,R,21,73,202,185,92,1980-10-03,Lanigan,CAN,SK,0,0,0,1,0
2011,ANA,8471978,https://assets.nhle.com/mugs/nhl/20102011/ANA/8471978.png,Brett,Festerling,D,L,53,73,210,185,95,1986-03-03,Prince George,CAN,BC,0,0,0,0,1
2011,ANA,8475764,https://assets.nhle.com/mugs/nhl/20102011/ANA/8475764.png,Cam,Fowler,D,L,4,74,215,188,98,1991-12-05,Windsor,CAN,ON,0,0,0,0,1
2011,ANA,8468534,https://assets.nhle.com/mugs/nhl/20102011/ANA/8468534.png,Andreas,Lilja,D,L,3,75,220,191,100,1975-07-13,Helsingborg,SWE,"",0,0,0,0,1
