season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2010,ANA,8469543,https://assets.nhle.com/mugs/nhl/20092010/ANA/8469543.png,Evgeny,Artyukhin,R,L,24,76,255,193,116,1983-04-04,Moscow,RUS,"",1,0,0,0,1
2010,ANA,8473492,https://assets.nhle.com/mugs/nhl/20092010/ANA/8473492.png,Matt,Beleskey,L,L,39,72,207,183,94,1988-06-07,Windsor,CAN,Ontario,1,0,0,0,1
2010,ANA,8467844,https://assets.nhle.com/mugs/nhl/20092010/ANA/8467844.png,Jason,Blake,L,L,33,70,190,178,86,1973-09-02,Moorhead,USA,Minnesota,1,0,0,0,1
2010,ANA,8470867,https://assets.nhle.com/mugs/nhl/20092010/ANA/8470867.png,Troy,Bodie,R,R,50,77,226,196,103,1985-01-25,Portage la Prairie,CAN,Manitoba,1,0,0,1,0
2010,ANA,8474009,https://assets.nhle.com/mugs/nhl/20092010/ANA/8474009.png,Nick,Bonino,C,L,13,73,195,185,88,1988-04-20,Hartford,USA,Connecticut,1,0,0,0,1
2010,ANA,8471371,https://assets.nhle.com/mugs/nhl/20092010/ANA/8471371.png,Mike,Brown,R,R,13,71,205,180,93,1985-06-24,Chicago,USA,Illinois,1,0,0,1,0
2010,ANA,8466260,https://assets.nhle.com/mugs/nhl/20092010/ANA/8466260.png,Kyle,Calder,L,L,32,71,177,180,80,1979-01-05,Mannville,CAN,Alberta,1,0,0,0,1
2010,ANA,8473646,https://assets.nhle.com/mugs/nhl/20092010/ANA/8473646.png,Ryan,Carter,C,L,20,73,205,185,93,1983-08-03,White Bear Lake,USA,Minnesota,1,0,0,0,1
2010,ANA,8471231,https://assets.nhle.com/mugs/nhl/20092010/ANA/8471231.png,Kyle,Chipchura,C,L,28,74,203,188,92,1986-02-19,Westlock,CAN,Alberta,1,0,0,0,1
2010,ANA,8470299,https://assets.nhle.com/mugs/nhl/20092010/ANA/8470299.png,Erik,Christensen,C,L,26,73,200,185,91,1983-12-17,Edmonton,CAN,Alberta,1,0,0,0,1
2010,ANA,8473682,https://assets.nhle.com/mugs/nhl/20092010/ANA/8473682.png,Andrew,Ebbett,C,L,48,69,174,175,79,1983-01-02,Vernon,CAN,British Columbia,1,0,0,0,1
2010,ANA,8470612,https://assets.nhle.com/mugs/nhl/20092010/ANA/8470612.png,Ryan,Getzlaf,C,R,15,76,220,193,100,1985-05-10,Regina,CAN,Saskatchewan,1,0,0,1,0
2010,ANA,8459442,https://assets.nhle.com/mugs/nhl/20092010/ANA/8459442.png,Saku,Koivu,C,L,11,70,181,178,82,1974-11-23,Turku,FIN,"",1,0,0,0,1
