season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2012,ANA,8473492,https://assets.nhle.com/mugs/nhl/20112012/ANA/8473492.png,Matt,Beleskey,L,L,39,72,207,183,94,1988-06-07,Windsor,CAN,ON,1,0,0,0,1
2012,ANA,8467335,https://assets.nhle.com/mugs/nhl/20112012/ANA/8467335.png,Mark,Bell,C,L,28,76,220,193,100,1980-08-05,St. Pauls,CAN,ON,1,0,0,0,1
2012,ANA,8467844,https://assets.nhle.com/mugs/nhl/20112012/ANA/8467844.png,Jason,Blake,L,L,33,70,190,178,86,1973-09-02,Moorhead,USA,MN,1,0,0,0,1
2012,ANA,8474009,https://assets.nhle.com/mugs/nhl/20112012/ANA/8474009.png,Nick,Bonino,C,L,13,73,195,185,88,1988-04-20,Hartford,USA,CT,1,0,0,0,1
2012,ANA,8471699,https://assets.nhle.com/mugs/nhl/20112012/ANA/8471699.png,Andrew,Cogliano,L,L,7,70,179,178,81,1987-06-14,Toronto,CAN,ON,1,0,0,0,1
2012,ANA,8470612,https://assets.nhle.com/mugs/nhl/20112012/ANA/8470612.png,Ryan,Getzlaf,C,R,15,76,220,193,100,1985-05-10,Regina,CAN,SK,1,0,0,1,0
2012,ANA,8471409,https://assets.nhle.com/mugs/nhl/20112012/ANA/8471409.png,Andrew,Gordon,R,R,20,72,194,183,88,1985-12-13,Porters Lake,CAN,NS,1,0,0,1,0
2012,ANA,8467943,https://assets.nhle.com/mugs/nhl/20112012/ANA/8467943.png,Niklas,Hagman,L,L,12,70,205,178,93,1979-12-05,Espoo,FIN,"",1,0,0,0,1
2012,ANA,8475180,https://assets.nhle.com/mugs/nhl/20112012/ANA/8475180.png,Peter,Holland,C,L,74,74,193,188,88,1991-01-14,Toronto,CAN,ON,1,0,0,0,1
2012,ANA,8470661,https://assets.nhle.com/mugs/nhl/20112012/ANA/8470661.png,Jean-Francois,Jacques,L,L,22,75,231,191,105,1985-04-29,Montréal,CAN,QC,1,0,0,0,1
