season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2013,ANA,8473492,https://assets.nhle.com/mugs/nhl/20122013/ANA/8473492.png,Matt,Beleskey,L,L,39,72,207,183,94,1988-06-07,Windsor,CAN,Ontario,1,0,0,0,1
2013,ANA,8474009,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474009.png,Nick,Bonino,C,L,13,73,195,185,88,1988-04-20,Hartford,USA,Connecticut,1,0,0,0,1
2013,ANA,8471699,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471699.png,Andrew,Cogliano,L,L,7,70,179,178,81,1987-06-14,Toronto,CAN,Ontario,1,0,0,0,1
2013,ANA,8462041,https://assets.nhle.com/mugs/nhl/20122013/ANA/8462041.png,Radek,Dvorak,R,R,18,74,195,188,88,1977-03-09,Tabor,CZE,"",1,0,0,1,0
2013,ANA,8475770,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475770.png,Emerson,Etem,L,L,26,73,212,185,96,1992-06-16,Long Beach,USA,California,1,0,0,0,1
2013,ANA,8470612,https://assets.nhle.com/mugs/nhl/20122013/ANA/8470612.png,Ryan,Getzlaf,C,R,15,76,220,193,100,1985-05-10,Regina,CAN,Saskatchewan,1,0,0,1,0
2013,ANA,8475180,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475180.png,Peter,Holland,C,L,74,74,193,188,88,1991-01-14,Toronto,CAN,Ontario,1,0,0,0,1
2013,ANA,8459442,https://assets.nhle.com/mugs/nhl/20122013/ANA/8459442.png,Saku,Koivu,C,L,11,70,181,178,82,1974-11-23,Turku,FIN,"",1,0,0,0,1
2013,ANA,8468695,https://assets.nhle.com/mugs/nhl/20122013/ANA/8468695.png,Matthew,Lombardi,C,L,19,71,195,180,88,1982-03-18,Montréal,CAN,Quebec,1,0,0,0,1
2013,ANA,8474034,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474034.png,Pat,Maroon,L,L,19,75,234,191,106,1988-04-23,St. Louis,USA,Missouri,1,0,0,0,1
2013,ANA,8474646,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474646.png,Brandon,McMillan,C,L,64,71,190,180,86,1990-03-22,Richmond,CAN,British Columbia,1,0,0,0,1
2013,ANA,8475151,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475151.png,Kyle,Palmieri,R,R,21,71,198,180,90,1991-02-01,Smithtown,USA,New York,1,0,0,1,0
2013,ANA,8470621,https://assets.nhle.com/mugs/nhl/20122013/ANA/8470621.png,Corey,Perry,R,R,10,75,208,191,94,1985-05-16,Peterborough,CAN,Ontario,1,0,0,1,0
2013,ANA,8476483,https://assets.nhle.com/mugs/nhl/20122013/ANA/8476483.png,Rickard,Rakell,L,R,67,73,195,185,88,1993-05-05,Sundbyberg,SWE,"",1,0,0,1,0
2013,ANA,8471676,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471676.png,Bobby,Ryan,R,R,9,74,208,188,94,1987-03-17,Cherry Hill,USA,New Jersey,1,0,0,1,0
2013,ANA,8457981,https://assets.nhle.com/mugs/nhl/20122013/ANA/8457981.png,Teemu,Selanne,R,R,8,72,209,183,95,1970-07-03,Helsinki,FIN,"",1,0,0,1,0
2013,ANA,8475758,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475758.png,Devante,Smith-Pelly,R,R,12,72,223,183,101,1992-06-14,Scarborough,CAN,Ontario,1,0,0,1,0
2013,ANA,8471521,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471521.png,Brad,Staubitz,R,R,25,73,207,185,94,1984-07-28,Edmonton,CAN,Alberta,1,0,0,1,0
2013,ANA,8469483,https://assets.nhle.com/mugs/nhl/20122013/ANA/8469483.png,David,Steckel,C,L,20,78,215,198,98,1982-03-15,Milwaukee,USA,Wisconsin,1,0,0,0,1
2013,ANA,8471476,https://assets.nhle.com/mugs/nhl/20122013/ANA/8471476.png,Daniel,Winnik,C,L,34,74,210,188,95,1985-03-06,Toronto,CAN,Ontario,1,0,0,0,1
2013,ANA,8467332,https://assets.nhle.com/mugs/nhl/20122013/ANA/8467332.png,Bryan,Allen,D,L,5,77,223,196,101,1980-08-21,Kingston,CAN,Ontario,0,0,0,0,1
2013,ANA,8467400,https://assets.nhle.com/mugs/nhl/20122013/ANA/8467400.png,Francois,Beauchemin,D,L,23,71,208,180,94,1980-06-04,Sorel,CAN,Quebec,0,0,0,0,1
2013,ANA,8475764,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475764.png,Cam,Fowler,D,L,4,74,215,188,98,1991-12-05,Windsor,CAN,Ontario,0,0,0,0,1
2013,ANA,8472370,https://assets.nhle.com/mugs/nhl/20122013/ANA/8472370.png,Jordan,Hendry,D,L,40,72,194,183,88,1984-02-23,Lanigan,CAN,Saskatchewan,0,0,0,0,1
2013,ANA,8473933,https://assets.nhle.com/mugs/nhl/20122013/ANA/8473933.png,Ben,Lovejoy,D,R,6,73,205,185,93,1984-02-20,Concord,USA,New Hampshire,0,0,0,1,0
2013,ANA,8465042,https://assets.nhle.com/mugs/nhl/20122013/ANA/8465042.png,Toni,Lydman,D,L,32,74,213,188,97,1977-09-25,Lahti,FIN,"",0,0,0,0,1
2013,ANA,8474579,https://assets.nhle.com/mugs/nhl/20122013/ANA/8474579.png,Luca,Sbisa,D,L,5,75,206,191,93,1990-01-30,Ozieri,ITA,"",0,0,0,0,1
2013,ANA,8460561,https://assets.nhle.com/mugs/nhl/20122013/ANA/8460561.png,Sheldon,Souray,D,L,44,76,231,193,105,1976-07-13,Elk Point,CAN,Alberta,0,0,0,0,1
2013,ANA,8475222,https://assets.nhle.com/mugs/nhl/20122013/ANA/8475222.png,Sami,Vatanen,D,R,45,70,185,178,84,1991-06-03,Jyväskylä,FIN,"",0,0,0,1,0
2013,ANA,8476839,https://assets.nhle.com/mugs/nhl/20122013/ANA/8476839.png,Viktor,Fasth,G,L,30,72,181,183,82,1982-08-08,Kalix,SWE,"",0,0,1,0,1
2013,ANA,8473972,https://assets.nhle.com/mugs/nhl/20122013/ANA/8473972.png,Jonas,Hiller,G,R,1,74,191,188,87,1982-02-12,Felben Wellhausen,CHE,"",0,0,1,1,0
2013,BOS,8470638,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470638.png,Patrice,Bergeron,C,R,37,73,196,185,89,1985-07-24,L'Ancienne-Lorette,CAN,Quebec,1,0,0,1,0
2013,BOS,8471246,https://assets.nhle.com/mugs/nhl/20122013/BOS/8471246.png,Chris,Bourque,L,L,48,68,174,173,79,1986-01-29,Boston,USA,Massachusetts,1,0,0,0,1
2013,BOS,8470169,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470169.png,Gregory,Campbell,C,L,11,72,188,183,85,1983-12-17,London,CAN,Ontario,1,0,0,0,1
2013,BOS,8475150,https://assets.nhle.com/mugs/nhl/20122013/BOS/8475150.png,Jordan,Caron,R,L,38,75,204,191,93,1990-11-02,Sayabec,CAN,Quebec,1,0,0,0,1
2013,BOS,8473484,https://assets.nhle.com/mugs/nhl/20122013/BOS/8473484.png,Kaspars,Daugavins,L,L,16,72,213,183,97,1988-05-18,Riga,LVA,"",1,0,0,0,1
2013,BOS,8470596,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470596.png,Nathan,Horton,R,R,18,74,229,188,104,1985-05-29,Welland,CAN,Ontario,1,0,0,1,0
2013,BOS,8448208,https://assets.nhle.com/mugs/nhl/20122013/BOS/8448208.png,Jaromir,Jagr,R,L,68,75,230,191,104,1972-02-15,Kladno,CZE,"",1,0,0,0,1
2013,BOS,8467967,https://assets.nhle.com/mugs/nhl/20122013/BOS/8467967.png,Chris,Kelly,C,L,23,72,190,183,86,1980-11-11,Toronto,CAN,Ontario,1,0,0,0,1
2013,BOS,8471276,https://assets.nhle.com/mugs/nhl/20122013/BOS/8471276.png,David,Krejci,C,R,46,72,192,183,87,1986-04-28,Sternberk,CZE,"",1,0,0,1,0
2013,BOS,8473473,https://assets.nhle.com/mugs/nhl/20122013/BOS/8473473.png,Milan,Lucic,L,L,17,75,240,191,109,1988-06-07,Vancouver,CAN,British Columbia,1,0,0,0,1
2013,BOS,8475283,https://assets.nhle.com/mugs/nhl/20122013/BOS/8475283.png,Lane,MacDermid,L,L,64,75,215,191,98,1989-08-25,Hartford,USA,Connecticut,1,0,0,0,1
2013,BOS,8473419,https://assets.nhle.com/mugs/nhl/20122013/BOS/8473419.png,Brad,Marchand,L,L,63,69,176,175,80,1988-05-11,Halifax,CAN,Nova Scotia,1,0,0,0,1
2013,BOS,8470230,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470230.png,Daniel,Paille,L,L,20,73,200,185,91,1984-04-15,Welland,CAN,Ontario,1,0,0,0,1
2013,BOS,8459454,https://assets.nhle.com/mugs/nhl/20122013/BOS/8459454.png,Jay,Pandolfo,L,L,29,73,190,185,86,1974-12-27,Winchester,USA,Massachusetts,1,0,0,0,1
2013,BOS,8471514,https://assets.nhle.com/mugs/nhl/20122013/BOS/8471514.png,Rich,Peverley,C,R,49,71,195,180,88,1982-07-08,Kingston,CAN,Ontario,1,0,0,1,0
2013,BOS,8475794,https://assets.nhle.com/mugs/nhl/20122013/BOS/8475794.png,Tyler,Seguin,C,R,19,73,205,185,93,1992-01-31,Brampton,CAN,Ontario,1,0,0,1,0
2013,BOS,8471262,https://assets.nhle.com/mugs/nhl/20122013/BOS/8471262.png,Carl,Soderberg,C,L,34,75,210,191,95,1985-10-12,Malmo,SWE,"",1,0,0,0,1
2013,BOS,8475727,https://assets.nhle.com/mugs/nhl/20122013/BOS/8475727.png,Ryan,Spooner,C,L,51,71,191,180,87,1992-01-30,Ottawa,CAN,Ontario,1,0,0,0,1
2013,BOS,8470704,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470704.png,Jamie,Tardif,R,R,68,72,199,183,90,1985-01-23,Welland,CAN,Ontario,1,0,0,1,0
2013,BOS,8465978,https://assets.nhle.com/mugs/nhl/20122013/BOS/8465978.png,Shawn,Thornton,L,R,22,74,217,188,98,1977-07-23,Oshawa,CAN,Ontario,1,0,0,1,0
2013,BOS,8474749,https://assets.nhle.com/mugs/nhl/20122013/BOS/8474749.png,Matt,Bartkowski,D,L,43,73,201,185,91,1988-06-04,Pittsburgh,USA,Pennsylvania,0,0,0,0,1
2013,BOS,8470187,https://assets.nhle.com/mugs/nhl/20122013/BOS/8470187.png,Johnny,Boychuk,D,R,55,74,227,188,103,1984-01-19,Edmonton,CAN,Alberta,0,0,0,1,0
2013,BOS,8465009,https://assets.nhle.com/mugs/nhl/20122013/BOS/8465009.png,Zdeno,Chara,D,L,33,81,250,206,113,1977-03-18,Trencin,SVK,"",0,0,0,0,1
