season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2018,ANA,8477010,https://assets.nhle.com/mugs/nhl/20172018/ANA/8477010.png,Joseph,Blandisi,C,L,39,72,184,183,83,1994-07-18,Markham,CAN,Ontario,1,0,0,0,1
2018,ANA,8471766,https://assets.nhle.com/mugs/nhl/20172018/ANA/8471766.png,Jared,Boll,R,R,40,75,206,191,93,1986-05-13,Charlotte,USA,North Carolina,1,0,0,1,0
2018,ANA,8476806,https://assets.nhle.com/mugs/nhl/20172018/ANA/8476806.png,JT,Brown,R,R,71,70,182,178,83,1990-07-02,Burnsville,USA,Minnesota,1,0,0,1,0
2018,ANA,8466251,https://assets.nhle.com/mugs/nhl/20172018/ANA/8466251.png,Jason,Chimera,L,L,20,75,215,191,98,1979-05-02,Edmonton,CAN,Alberta,1,0,0,0,1
2018,ANA,8471699,https://assets.nhle.com/mugs/nhl/20172018/ANA/8471699.png,Andrew,Cogliano,L,L,7,70,179,178,81,1987-06-14,Toronto,CAN,Ontario,1,0,0,0,1
2018,ANA,8470622,https://assets.nhle.com/mugs/nhl/20172018/ANA/8470622.png,Patrick,Eaves,R,R,18,71,203,180,92,1984-05-01,Calgary,CAN,Alberta,1,0,0,1,0
2018,ANA,8479613,https://assets.nhle.com/mugs/nhl/20172018/ANA/8479613.png,Giovanni,Fiore,L,L,90,73,188,185,85,1996-08-13,Laval,CAN,Quebec,1,0,0,0,1
2018,ANA,8470612,https://assets.nhle.com/mugs/nhl/20172018/ANA/8470612.png,Ryan,Getzlaf,C,R,15,76,220,193,100,1985-05-10,Regina,CAN,Saskatchewan,1,0,0,1,0
2018,ANA,8474683,https://assets.nhle.com/mugs/nhl/20172018/ANA/8474683.png,Derek,Grant,C,L,38,75,210,191,95,1990-04-20,Abbotsford,CAN,British Columbia,1,0,0,0,1
2018,ANA,8474641,https://assets.nhle.com/mugs/nhl/20172018/ANA/8474641.png,Adam,Henrique,C,L,14,72,195,183,88,1990-02-06,Brantford,CAN,Ontario,1,0,0,0,1
2018,ANA,8478131,https://assets.nhle.com/mugs/nhl/20172018/ANA/8478131.png,Ondrej,Kase,R,R,25,72,187,183,85,1995-11-08,Kadan,CZE,"",1,0,0,1,0
2018,ANA,8467967,https://assets.nhle.com/mugs/nhl/20172018/ANA/8467967.png,Chris,Kelly,C,L,22,72,190,183,86,1980-11-11,Toronto,CAN,Ontario,1,0,0,0,1
2018,ANA,8476866,https://assets.nhle.com/mugs/nhl/20172018/ANA/8476866.png,Nicolas,Kerdiles,L,L,58,74,200,188,91,1994-01-11,Lewisville,USA,Texas,1,0,0,0,1
2018,ANA,8470616,https://assets.nhle.com/mugs/nhl/20172018/ANA/8470616.png,Ryan,Kesler,C,R,17,74,206,188,93,1984-08-31,Livonia,USA,Michigan,1,0,0,1,0
2018,ANA,8479290,https://assets.nhle.com/mugs/nhl/20172018/ANA/8479290.png,Kalle,Kossila,C,L,83,71,182,180,83,1993-04-14,Kauniainen,FIN,"",1,0,0,0,1
2018,ANA,8475436,https://assets.nhle.com/mugs/nhl/20172018/ANA/8475436.png,Mike,Liambas,L,L,51,70,195,178,88,1989-02-16,Toronto,CAN,Ontario,1,0,0,0,1
2018,ANA,8470621,https://assets.nhle.com/mugs/nhl/20172018/ANA/8470621.png,Corey,Perry,R,R,10,75,208,191,94,1985-05-16,Peterborough,CAN,Ontario,1,0,0,1,0
2018,ANA,8476483,https://assets.nhle.com/mugs/nhl/20172018/ANA/8476483.png,Rickard,Rakell,L,R,67,73,195,185,88,1993-05-05,Sundbyberg,SWE,"",1,0,0,1,0
2018,ANA,8477929,https://assets.nhle.com/mugs/nhl/20172018/ANA/8477929.png,Dennis,Rasmussen,C,L,22,75,192,191,87,1990-07-03,Vasteras,SWE,"",1,0,0,0,1
2018,ANA,8477941,https://assets.nhle.com/mugs/nhl/20172018/ANA/8477941.png,Nick,Ritchie,L,L,37,75,236,191,107,1995-12-05,Orangeville,CAN,Ontario,1,0,0,0,1
2018,ANA,8476971,https://assets.nhle.com/mugs/nhl/20172018/ANA/8476971.png,Kevin,Roy,L,L,63,69,172,175,78,1993-05-20,Greenfield Park,CAN,Quebec,1,0,0,0,1
