season,team,player_id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2022,ANA,8479944,https://assets.nhle.com/mugs/nhl/20212022/ANA/8479944.png,Zachary,Aston-Reese,C,L,16,73,205,185,93,1994-08-10,Staten Island,USA,NY,1,0,0,0,1
2022,ANA,8475842,https://assets.nhle.com/mugs/nhl/20212022/ANA/8475842.png,Sam,Carrick,C,R,39,72,200,183,91,1992-02-04,Markham,CAN,ON,1,0,0,1,0
2022,ANA,8480031,https://assets.nhle.com/mugs/nhl/20212022/ANA/8480031.png,Maxime,Comtois,L,L,44,74,210,188,95,1999-01-08,Longueuil,CAN,QC,1,0,0,0,1
2022,ANA,8475235,https://assets.nhle.com/mugs/nhl/20212022/ANA/8475235.png,Nicolas,Deslauriers,L,L,20,73,220,185,100,1991-02-22,LaSalle,CAN,QC,1,0,0,0,1
2022,ANA,8470612,https://assets.nhle.com/mugs/nhl/20212022/ANA/8470612.png,Ryan,Getzlaf,C,R,15,76,220,193,100,1985-05-10,Regina,CAN,SK,1,0,0,1,0
2022,ANA,8474683,https://assets.nhle.com/mugs/nhl/20212022/ANA/8474683.png,Derek,Grant,C,L,38,75,210,191,95,1990-04-20,Abbotsford,CAN,BC,1,0,0,0,1
2022,ANA,8480870,https://assets.nhle.com/mugs/nhl/20212022/ANA/8480870.png,Bo,Groulx,C,L,50,74,200,188,91,2000-02-06,Rouen,FRA,"",1,0,0,0,1
2022,ANA,8474641,https://assets.nhle.com/mugs/nhl/20212022/ANA/8474641.png,Adam,Henrique,C,L,14,72,195,183,88,1990-02-06,Brantford,CAN,ON,1,0,0,0,1
2022,ANA,8479368,https://assets.nhle.com/mugs/nhl/20212022/ANA/8479368.png,Max,Jones,L,L,49,75,216,191,98,1998-02-17,Rochester,USA,MI,1,0,0,0,1
2022,ANA,8481815,https://assets.nhle.com/mugs/nhl/20212022/ANA/8481815.png,Bryce,Kindopp,R,R,57,73,185,185,84,1999-06-14,Lloydminster,CAN,AB,1,0,0,1,0
2022,ANA,8479968,https://assets.nhle.com/mugs/nhl/20212022/ANA/8479968.png,Vinni,Lettieri,C,R,28,70,184,178,83,1995-02-06,Excelsior,USA,MN,1,0,0,1,0
2022,ANA,8480806,https://assets.nhle.com/mugs/nhl/20212022/ANA/8480806.png,Isac,Lundestrom,C,L,21,72,193,183,88,1999-11-06,Gallivare,SWE,"",1,0,0,0,1
2022,ANA,8479933,https://assets.nhle.com/mugs/nhl/20212022/ANA/8479933.png,Gerry,Mayhew,C,R,26,69,161,175,73,1992-12-31,Wyandotte,USA,MI,1,0,0,1,0
2022,ANA,8482745,https://assets.nhle.com/mugs/nhl/20212022/ANA/8482745.png,Mason,McTavish,C,L,37,72,213,183,97,2003-01-30,Zurich,CHE,"",1,0,0,0,1
2022,ANA,8477947,https://assets.nhle.com/mugs/nhl/20212022/ANA/8477947.png,Sonny,Milano,L,L,12,72,194,183,88,1996-05-12,Massapequa,USA,NY,1,0,0,0,1
2022,ANA,8476982,https://assets.nhle.com/mugs/nhl/20212022/ANA/8476982.png,Danny,O'Regan,C,R,55,70,180,178,82,1994-01-30,Berlin,DEU,"",1,0,0,1,0
2022,ANA,8482150,https://assets.nhle.com/mugs/nhl/20212022/ANA/8482150.png,Jacob,Perreault,R,R,64,71,192,180,87,2002-04-15,Montréal,CAN,QC,1,0,0,1,0
2022,ANA,8476483,https://assets.nhle.com/mugs/nhl/20212022/ANA/8476483.png,Rickard,Rakell,L,R,67,73,195,185,88,1993-05-05,Sundbyberg,SWE,"",1,0,0,1,0
2022,ANA,8477210,https://assets.nhle.com/mugs/nhl/20212022/ANA/8477210.png,Buddy,Robinson,R,R,53,78,232,198,105,1991-09-30,Bellmawr,USA,NJ,1,0,0,1,0
2022,ANA,8475164,https://assets.nhle.com/mugs/nhl/20212022/ANA/8475164.png,Jakob,Silfverberg,R,R,33,73,207,185,94,1990-10-13,Gavle,SWE,"",1,0,0,1,0
2022,ANA,8478866,https://assets.nhle.com/mugs/nhl/20212022/ANA/8478866.png,Dominik,Simon,C,L,51,71,190,180,86,1994-08-08,Prague,CZE,"",1,0,0,0,1
2022,ANA,8479351,https://assets.nhle.com/mugs/nhl/20212022/ANA/8479351.png,Sam,Steel,C,L,18,71,184,180,83,1998-02-03,Ardrossan,CAN,AB,1,0,0,0,1
2022,ANA,8478873,https://assets.nhle.com/mugs/nhl/20212022/ANA/8478873.png,Troy,Terry,R,R,19,72,185,183,84,1997-09-10,Denver,USA,CO,1,0,0,1,0
2022,ANA,8481530,https://assets.nhle.com/mugs/nhl/20212022/ANA/8481530.png,Brayden,Tracey,L,L,56,72,177,183,80,2001-05-28,Calgary,CAN,AB,1,0,0,0,1
2022,ANA,8481533,https://assets.nhle.com/mugs/nhl/20212022/ANA/8481533.png,Trevor,Zegras,C,L,11,72,185,183,84,2001-03-20,Bedford,USA,NY,1,0,0,0,1
2022,ANA,8481122,https://assets.nhle.com/mugs/nhl/20212022/ANA/8481122.png,Simon,Benoit,D,L,13,75,203,191,92,1998-09-19,Laval,CAN,QC,0,0,0,0,1
2022,ANA,8481003,https://assets.nhle.com/mugs/nhl/20212022/ANA/8481003.png,Hunter,Drew,D,R,72,74,191,188,87,1998-10-21,Kingston,CAN,ON,0,0,0,1,0
